"attage","sex","smoker","exposure","actual_dths","expected_dths","actual_mort","expected_mort"
91,"F","N",226.0776,23,18.24028,0.101734979493767,0.0806815005113289
91,"F","S",93.9241,7,11.0253,0.0745282627142554,0.117385207843354
91,"F","U",727.156,71,71.28377,0.0976406713277481,0.0980309177122928
91,"M","N",255.8717,20,33.68566,0.0781641736854838,0.131650588947508
91,"M","S",274.6837,30,46.79674,0.109216527955609,0.170365915414712
91,"M","U",1363.7438,188,203.04369,0.137855805467273,0.148886975691475
91,"U","N",7.7688,1,0.85593,0.128720008238081,0.11017531665122
91,"U","S",4.2927,0,0.75398,0,0.175642369604212
91,"U","U",48.4055,11,6.6793,0.227246903760936,0.137986385844584
92,"F","N",177.7677,20,16.22862,0.112506377705286,0.0912911625677781
92,"F","S",76.9608,6,9.65471,0.0779617675491939,0.12544970946248
92,"F","U",508.5402,76,53.22378,0.149447378987934,0.104659926589874
92,"M","N",192.5435,16,27.5576,0.0830981051035221,0.143124021325051
92,"M","S",184.0922,21,33.63643,0.114073274152843,0.182715128614901
92,"M","U",1305.9518,180,213.86433,0.137830507986589,0.163761273578397
92,"U","N",8.3532,4,1.05802,0.478858401570656,0.126660441507446
92,"U","S",3.8517,0,0.59812,0,0.155287275748371
92,"U","U",63.3371,13,8.6148,0.205250950864501,0.1360150685775
93,"F","N",115.4342,16,11.3178,0.138607102574454,0.098045466594822
93,"F","S",72.486,7,10.0347,0.096570372209806,0.138436387716249
93,"F","U",575.5275,73,65.34041,0.126840159679598,0.113531342985348
93,"M","N",134.6138,21,21.32369,0.156001836364474,0.15840641895556
93,"M","S",190.4752,24,37.3278,0.126000655203407,0.195971969054239
93,"M","U",963.338,130,166.51345,0.134947443161175,0.172850494841894
93,"U","N",1.6082,0,0.16402,0,0.1019898022634
93,"U","S",0.8822,0,0.15337,0,0.173849467240988
93,"U","U",47.6898,5,7.1733,0.104844222454277,0.150415812186254
94,"F","N",81.1457,10,8.6209,0.123235119051287,0.106239763782924
94,"F","S",55.6079,8,7.82527,0.143864450914348,0.140722271475815
94,"F","U",405.031,51,49.7195,0.125916287889075,0.122754801484331
94,"M","N",101.7979,10,17.47669,0.0982338535470771,0.171680260594767
94,"M","S",143.8887,28,30.14338,0.194594850047293,0.209490946822092
94,"M","U",764.032,152,142.43532,0.198944546825264,0.186425856508628
94,"U","N",2.9342,0,0.47712,0,0.162606502624225
94,"U","S",2.5008,0,0.45357,0,0.181369961612284
94,"U","U",34.2358,5,5.16465,0.146045951898305,0.150855245094316
95,"F","N",50.6285,8,5.78022,0.158013766949445,0.114169291999565
95,"F","S",30.7921,4,4.65569,0.129903449261337,0.151197547422878
95,"F","U",344.3319,58,46.73546,0.168442133883036,0.135727941558711
95,"M","N",64.7881,11,12.24003,0.169784265937726,0.188924046236886
95,"M","S",128.3423,27,28.07717,0.210374911467225,0.218767857518527
95,"M","U",601.1015,117,119.39448,0.194642668501077,0.198626155482893
95,"U","N",4.1671,0,0.51481,0,0.123541551678625
95,"U","S",2.7758,0,0.64552,0,0.232552777577635
95,"U","U",24.3845,5,4.26007,0.205048288872029,0.174704012795013
96,"F","N",38.9282,7,4.81562,0.179818229458336,0.123705180306308
96,"F","S",23.3071,7,3.74787,0.300337665346611,0.160803789403229
96,"F","U",252.0514,44,35.86895,0.174567568361057,0.142308076844644
96,"M","N",62.0675,14,11.91833,0.225560881298586,0.192022072743384
96,"M","S",62.7828,12,14.07567,0.191135151665743,0.224196276687246
96,"M","U",474.542,95,100.69838,0.20019302822511,0.212201196100661
96,"U","N",0.5069,0,0.07145,0,0.140954823436575
96,"U","S",0.1671,0,0.02354,0,0.140873728306403
96,"U","U",22.9323,4,4.09222,0.174426463983116,0.178447866110246
97,"F","N",29.9611,2,4.0683,0.0667532233462723,0.13578606926982
97,"F","S",26.2345,2,4.0932,0.0762354914330367,0.156023556766853
97,"F","U",185.1082,27,28.81479,0.14586063718409,0.155664578878731
97,"M","N",28.4421,6,6.17835,0.210954887297351,0.217225521322265
97,"M","S",65.0147,15,16.11307,0.230717053220272,0.247837335248798
97,"M","U",318.6734,52,70.54077,0.163176468447006,0.221357571733317
97,"U","S",1,1,0.24966,1,0.24966
97,"U","U",22.4272,4,4.60539,0.178354854819148,0.205348416208889
98,"F","N",23.093,4,3.45823,0.173212661845581,0.149752305893561
98,"F","S",13.8548,2,2.42693,0.144354303201778,0.175168894534746
98,"F","U",120.2718,24,20.74926,0.19954802372626,0.172519742782597
98,"M","N",17.1555,3,3.78748,0.174871032613448,0.220773512867593
98,"M","S",51.9872,11,13.26046,0.211590545365013,0.255071633017358
98,"M","U",231.2787,56,54.70484,0.242132111603879,0.236532114717006
98,"U","N",0.4438,0,0.06884,0,0.155114916629112
98,"U","S",0.7514,0,0.14702,0,0.195661431993612
98,"U","U",5.7402,2,1.08774,0.34841991568238,0.189495139542176
99,"F","N",10.4082,2,1.69412,0.1921561845468,0.162767817682212
99,"F","S",9.6615,3,1.79871,0.310510790249961,0.186172954510169
99,"F","U",89.0833,19,16.23486,0.213283522276341,0.182243585498068
99,"M","N",9.2627,2,2.09789,0.215919764215617,0.226487957075151
99,"M","S",26.316,4,6.70924,0.151998784009728,0.254949080407357
99,"M","U",152.7201,31,37.66747,0.202985723555707,0.246643827498803
99,"U","N",0.8712,1,0.21146,1,0.242722681359045
99,"U","U",7.9206,3,1.66507,0.378759184910234,0.210220185339494
100,"F","N",9.0761,3,1.53725,0.330538447130375,0.169373409283723
100,"F","S",9.7714,1,2.12657,0.102339480524797,0.217632069099617
100,"F","U",73.3421,12,14.42063,0.163616803991159,0.196621449344919
100,"M","N",7.6519,1,1.97103,0.130686496164351,0.257587004534821
100,"M","S",25.4027,7,6.85616,0.275561259236223,0.26989886901786
100,"M","U",103.401,27,27.00333,0.261119331534511,0.261151536252067
100,"U","U",3.0331,1,0.74637,0.32969569087732,0.246074972800105
101,"F","N",3.5338,2,0.74052,0.565962986020714,0.20955345520403
101,"F","S",4.7186,2,1.0639,0.423854533124232,0.225469418895435
101,"F","U",36.2207,5,7.74362,0.138042610993161,0.213789904667773
101,"M","N",3.5452,1,1.02634,0.282071533340855,0.289501297529053
101,"M","S",12.7178,2,3.87081,0.157259903442419,0.304361603421975
101,"M","U",72.2757,24,19.97438,0.332061813306547,0.276363701769751
101,"U","U",1.7288,1,0.44451,0.578435909301249,0.257120546043498
102,"F","N",2.4117,1,0.51839,0.414645270970685,0.214947962018493
102,"F","S",3.8253,1,0.89908,0.261417405170836,0.235035160640995
102,"F","U",27.3367,11,6.4814,0.402389461785804,0.237095187056228
102,"M","N",1.2713,1,0.35528,0.7865963973885,0.279461968064186
102,"M","S",7.7846,3,2.41041,0.3853762556843,0.309638260154664
102,"M","U",25.9534,8,7.65755,0.308244777177557,0.2950499741845
103,"F","N",1.0795,1,0.25407,0.926354793886058,0.235358962482631
103,"F","S",1.2,0,0.27858,0,0.23215
103,"F","U",15.8088,6,3.7744,0.3795354486109,0.238753099539497
103,"M","N",0.9617,0,0.29109,0,0.302682749298118
103,"M","S",2.1616,1,0.66425,0.462620281273131,0.307295521835677
103,"M","U",12.39,3,3.58769,0.242130750605327,0.289563357546408
103,"U","S",1,0,0.32083,0,0.32083
103,"U","U",1.6329,1,0.47942,0.612407373384776,0.293600342948129
104,"F","S",0.1288,0,0.02811,0,0.218245341614907
104,"F","U",9.4127,1,2.54278,0.106239442455406,0.270143529486757
104,"M","N",0.8712,0,0.25139,0,0.288556014692378
104,"M","S",3.959,2,1.18331,0.505178075271533,0.298891134124779
104,"M","U",15.1566,4,4.80423,0.263911431323648,0.316972803927002
105,"F","U",7.9961,2,2.18397,0.250121934443041,0.273129400582784
105,"M","N",0.011,0,0.00355,0,0.322727272727273
105,"M","S",2.3863,0,0.81476,0,0.341432342957717
105,"M","U",6.8358,0,2.35665,0,0.344751162994821
106,"F","S",0.0438,0,0.01182,0,0.26986301369863
106,"F","U",1.2227,0,0.35573,0,0.29093808783839
106,"M","S",1,0,0.48156,0,0.48156
106,"M","U",1.596,0,0.62308,0,0.390401002506266
107,"F","N",0.8767,0,0.31115,0,0.354910459678339
107,"F","S",1,1,0.38835,1,0.38835
107,"F","U",2.0164,1,0.63899,0.495933346558223,0.316896449117239
107,"M","U",3.6648,3,1.48706,0.818598559266536,0.405768391180965
107,"U","U",0.2027,0,0.05468,0,0.269758263443513
108,"F","S",0.7507,0,0.36999,0,0.49285999733582
108,"F","U",0.6761,0,0.22828,0,0.337642360597545
108,"M","N",0.9918,0,0.40329,0,0.406624319419238
108,"M","U",3.3207,0,1.31619,0,0.396359201373204
109,"F","U",0.8055,0,0.31281,0,0.388342644320298
109,"M","U",0.9287,0,0.39956,0,0.430235813502746
110,"F","U",0.8712,0,0.46133,0,0.529533976124885
110,"M","U",0.6312,0,0.27153,0,0.430180608365019
